pdb	Hchain	Lchain	model	antigen_chain	antigen_type	antigen_het_name	antigen_name	short_header	date	compound	organism	heavy_species	light_species	antigen_species	authors	resolution	method	r_free	r_factor	scfv	engineered	heavy_subclass	light_subclass	light_ctype	affinity	delta_g	affinity_method	temperature	pmid	species
6wio	A	B	0	C	protein		interleukin-17a	CYTOKINE/IMMUNE SYSTEM	04/10/20	Fab antigen complex	HOMO SAPIENS	homo sapiens	homo sapiens	homo sapiens	Antonysamy, S.	2.17	X-RAY DIFFRACTION	0.227	0.208	False	True	IGHV3	IGKV3	Kappa						Homo Sapiens
4cni	H	L	0	C	protein		interleukin-6		01/22/14	Crystal structure of the Fab portion of Olokizumab in complex with IL- 6	HOMO SAPIENS	homo sapiens	homo sapiens	homo sapiens	Shaw, S., Bourne, T., Meier, C., Carrington, B., Gelinas, R., Henry, A., Popplewell, A., Adams, R., Baker, T., Rapecki, S., Marshall, D., Neale, H., Lawson, A.	2.2	X-RAY DIFFRACTION	0.21549	0.17608	False	True	IGHV3	IGKV1	Kappa						Homo Sapiens
5ngv	H	L	0	A	protein		activin receptor type-2b	TRANSFERASE	03/20/17	CRYSTAL STRUCTURE OF THE Activin receptor type-2B LIGAND BINDING DOMAIN IN COMPLEX WITH BIMAGRUMAB FV, ORTHORHOMBIC CRYSTAL FORM	HOMO SAPIENS	homo sapiens	homo sapiens	homo sapiens	RONDEAU, J.-M., LEHMANN, S.	2.0	X-RAY DIFFRACTION	0.198	0.177	False	True	IGHV1	IGLV2	Lambda						Homo Sapiens
7ahv	A	B	0	H	protein		coagulation factor ix	BLOOD CLOTTING	09/25/20	Anti-FIXa Fab of mim8 in complex with human FIXa	HOMO SAPIENS	homo sapiens	homo sapiens	homo sapiens	Johansson, E.	3.11	X-RAY DIFFRACTION	0.284	0.227	False	True	IGHV3	IGKV1	Kappa						Homo Sapiens
3skj	H	L	0	E	protein		ephrin type-a receptor 2	IMMUNE SYSTEM	06/22/11	Structural And Functional Characterization of an Agonistic Anti-Human EphA2 Monoclonal Antibody	HOMO SAPIENS	homo sapiens	homo sapiens	homo sapiens	Oganesyan, V.Y., Wu, H., Dall'Acqua, W.F.	2.5	X-RAY DIFFRACTION	0.271	0.216	False	True	IGHV3	IGKV1	Kappa	8.1e-10	-12.4	SPR		21867711.0	Homo Sapiens
6vgr	C	D	0	A	protein		dipeptidase 3	HYDROLASE	01/08/20	Crystal Structure of Human Dipeptidase 3 in Complex with Fab of SC-003	HOMO SAPIENS	homo sapiens	homo sapiens	homo sapiens	Hayashi, K., Longenecker, K.L., Vivona, S.	2.84	X-RAY DIFFRACTION	0.248	0.19	False	True	IGHV1	IGKV3	Kappa						Homo Sapiens
7rr0	B	C	0	A	protein		spike protein s1	VIRAL PROTEIN/IMMUNE SYSTEM	08/08/21	SARS-CoV-2 receptor binding domain bound to Fab PDI 222	SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; HOMO SAPIENS	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Pymm, P., Glukhova, A., Black, K.A., Tham, W.H.	3.12	ELECTRON MICROSCOPY			False	True	IGHV1	IGKV3	Kappa						SARS-CoV-2
2uzi	H	L	0	R	protein		gtpase hras	SIGNALING PROTEIN/IMMUNE SYSTEM	04/27/07	Crystal structure of HRAS(G12V) - anti-RAS Fv complex	HOMO SAPIENS	homo sapiens	homo sapiens	homo sapiens	Tanaka, T., williams, R.L., Rabbitts, T.H.	2.0	X-RAY DIFFRACTION	0.271	0.194	False	True	IGHV3	IGKV1	Kappa	6.2e-09	-11.19	SPR	25	17568777.0	Homo Sapiens
2xwt	A	B	0	C	protein		thyrotropin receptor	SIGNALING PROTEIN/IMMUNE SYSTEM	11/05/10	Crystal structure of the TSH receptor in complex with a blocking type  TSHR autoantibody	HOMO SAPIENS	homo sapiens	homo sapiens	homo sapiens	Sanders, J., Sanders, P., Young, S., Kabelis, K., Baker, S., Sullivan, A., Evans, M., Clark, J., Wilmot, J., Hu, X., Roberts, E., Powell, M., Nunez Miguel, R., Furmaniak, J., Rees Smith, B.	1.9	X-RAY DIFFRACTION	0.22674	0.17691	False	True	IGHV5	IGLV1	Lambda						Homo Sapiens
6yio	H	L	0	B	protein		interleukin-2 receptor subunit alpha	IMMUNE SYSTEM	04/01/20	CRYSTAL STRUCTURE OF FAB RG6292 IN COMPLEX WITH CD25 ECD	HOMO SAPIENS	homo sapiens	homo sapiens	homo sapiens	Benz, J., Koll, H., Leibrock, L.	1.83	X-RAY DIFFRACTION	0.231	0.203	False	True	IGHV1	IGKV1	Kappa						Homo Sapiens
7e3o	H	L	0	R	protein		spike protein s1	VIRAL PROTEIN	02/09/21	Crystal structure of SARS-CoV-2 receptor binding domain in complex with neutralizing antibody nCoV617	HOMO SAPIENS; SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Chen, S.D., Yang, M.	2.51	X-RAY DIFFRACTION	0.259	0.204	False	True	IGHV3	IGLV1	Lambda						SARS-CoV-2
7ch5	H	L	0	R	protein		spike glycoprotein	PROTEIN BINDING/IMMUNE SYSTEM	07/05/20	Crystal structure of the SARS-CoV-2 S RBD in complex with BD-629 Fab	HOMO SAPIENS; SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Du, S., Xiao, J.Y.	2.7	X-RAY DIFFRACTION	0.26	0.227	False	True	IGHV3	IGKV3	Kappa						SARS-CoV-2
7t01	H	L	0	A	protein		spike protein s1	VIRAL PROTEIN	11/29/21	SARS-CoV-2 S-RBD + Fab 54042-4	SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; HOMO SAPIENS	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Johnson, N.V., Mclellan, J.S.	2.69	ELECTRON MICROSCOPY			False	True	IGHV2	IGKV1	Kappa						SARS-CoV-2
5w0d	B	C	0	A	protein		hemagglutinin ha1	VIRAL PROTEIN/IMMUNE SYSTEM	05/30/17	Inferred precursor (UCA) of the human antibody lineage K03.12 in complex with influenza hemagglutinin H1 Solomon Islands/03/2006	INFLUENZA A VIRUS (A/SOLOMON ISLANDS/3/2006(H1N1)); HOMO SAPIENS	homo sapiens	homo sapiens	influenza a virus (a/solomonislands/3/2006(h1n1)) 	McCarthy, K.R., Harrison, S.C.	1.899	X-RAY DIFFRACTION	0.234	0.196	False	True	IGHV1	IGLV2	Lambda						Influensa A
4hf5	H	L	0	A	protein		hemagglutinin ha1	VIRAL PROTEIN/IMMUNE SYSTEM	10/04/12	Crystal structure of Fab 8F8 in complex a H2N2 influenza virus hemagglutinin	INFLUENZA A VIRUS; HOMO SAPIENS	homo sapiens	homo sapiens	influenza a virus	Xu, R., Wilson, I.A.	3.004	X-RAY DIFFRACTION	0.282	0.229	False	True	IGHV3	IGLV1	Lambda						Influensa A
5d71	H	L	0	A	protein		granulocyte-macrophage colony-stimulating factor	IMMUNE SYSTEM	08/13/15	Crystal structure of MOR04302, a neutralizing anti-human GM-CSF antibody Fab fragment in complex with human GM-CSF	HOMO SAPIENS	homo sapiens	homo sapiens	homo sapiens	Eylenstein, R., Weinfurtner, D., Steidl, S., Boettcher, J., Augustin, M.	2.25	X-RAY DIFFRACTION	0.219	0.18	False	True	IGHV3	IGLV3	Lambda						Homo Sapiens
6e56	G	I	0	D	protein		hemagglutinin	VIRAL PROTEIN/IMMUNE SYSTEM	07/19/18	Human antibody H2214 in complex with influenza hemagglutinin A/Aichi/2/1968 (X-31) (H3N2)	INFLUENZA A VIRUS; HOMO SAPIENS	homo sapiens	homo sapiens	influenza a virus	McCarthy, K.R., Harrison, S.C.	2.0	X-RAY DIFFRACTION	0.214	0.188	False	True	IGHV3	IGKV3	Kappa						Influensa A
6wzm	C	D	0	F	protein		interleukin-8	IMMUNE SYSTEM	05/14/20	LY3041658 Fab bound to CXCL8	HOMO SAPIENS	homo sapiens	homo sapiens	homo sapiens	Durbin, J.D., Druzina, Z.	2.28	X-RAY DIFFRACTION	0.229	0.187	False	True	IGHV1	IGKV3	Kappa						Homo Sapiens
3k2u	H	L	0	A	protein		hepatocyte growth factor activator long chain	HYDROLASE/IMMUNE SYSTEM	09/30/09	Crystal structure of HGFA in complex with the allosteric inhibitory antibody Fab40	HOMO SAPIENS; SYNTHETIC CONSTRUCT	homo sapiens	homo sapiens	homo sapiens	Ganesan, R., Eigenbrot, C., Shia, S.	2.35	X-RAY DIFFRACTION	0.29	0.239	False	True	IGHV3	IGKV1	Kappa	1.6e-10	-13.36	SPR	25	20004165.0	Homo Sapiens
6x4t	D	F	0	A	protein		icos ligand	IMMUNE SYSTEM	05/23/20	Crystal structure of ICOS-L in complex with Prezalumab and VNAR domain	HOMO SAPIENS; ORECTOLOBUS MACULATUS	homo sapiens	homo sapiens	homo sapiens	Rujas, E., Sicard, T., Julien, J.P.	3.15	X-RAY DIFFRACTION	0.256	0.201	False	True	IGHV3	IGKV1	Kappa						Homo Sapiens
7mm0	H	L	0	A	protein		spike glycoprotein	IMMUNE SYSTEM/VIRAL PROTEIN	04/29/21	Cryo-EM structure of SARS-CoV-2 spike in complex with neutralizing antibody B1-182.1 that targets the receptor-binding domain	HOMO SAPIENS; SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Zhou, T., Tsybovsky, T., Kwong, P.D.	3.15	ELECTRON MICROSCOPY			False	True	IGHV1	IGKV3	Kappa						SARS-CoV-2
3g6d	H	L	0	A	protein		interleukin-13	IMMUNE SYSTEM	02/06/09	Crystal structure of the complex between CNTO607 Fab and IL-13	HOMO SAPIENS	homo sapiens	homo sapiens	homo sapiens	Teplyakov, A., Obmolova, G., Gilliland, G.L.	3.2	X-RAY DIFFRACTION	0.263	0.213	False	True	IGHV3	IGLV3	Lambda						Homo Sapiens
6o9i	D	E	0	C	protein		ecd	IMMUNE SYSTEM	03/13/19	Ternary complex of mouse ECD with Fab1 and Fab2	HOMO SAPIENS	homo sapiens	homo sapiens	homo sapiens	Min, X., Wang, Z.	2.6	X-RAY DIFFRACTION	0.252	0.196	False	True	IGHV1	IGKV1	Kappa						Homo Sapiens
7d85	B	C	0	A	protein		receptor tyrosine-protein kinase erbb-3	IMMUNE SYSTEM	10/07/20	Crystal structure of anti-ErbB3 Fab ISU104 in complex with human ErbB3 extracellular domain 3	HOMO SAPIENS	homo sapiens	homo sapiens	homo sapiens	Yoo, Y., Cho, H.S.	2.5	X-RAY DIFFRACTION	0.258	0.203	False	True	IGHV3	IGLV1	Lambda						Homo Sapiens
6q0l	H	L	0	A	protein		hemagglutinin	IMMUNE SYSTEM	08/01/19	Inferred intermediate I-7 (I-7-1) of the human antibody lineage 652 in complex with influenza hemagglutinin head domain of A/Beijing/262/95(H1N1)	INFLUENZA A VIRUS (A/BEIJING/262/1995(H1N1)); HOMO SAPIENS	homo sapiens	homo sapiens	influenza a virus (a/beijing/262/1995(h1n1))	McCarthy, K.R., Harrison, S.C.	2.5	X-RAY DIFFRACTION	0.26	0.217	False	True	IGHV4	IGLV3	Lambda						Influensa A
4y5y	D	E	0	F	protein		erythropoietin receptor	protein binding/immune system	02/12/15	Diabody 330 complex with EpoR	HOMO SAPIENS	homo sapiens	homo sapiens	homo sapiens	Moraga, I., Guo, F., Ozkan, E., Jude, K.M., Garcia, K.C.	2.85	X-RAY DIFFRACTION	0.241	0.221	False	True	IGHV3	IGLV2	Lambda						Homo Sapiens
6o39	B	A	0	C	protein		frizzled-5	SIGNALING PROTEIN	02/26/19	Crystal structure of Frizzled 5 CRD in complex with F2.I Fab	HOMO SAPIENS	homo sapiens	homo sapiens	homo sapiens	Raman, S., Beilschmidt, M., Fransson, J., Julien, J.P.	1.8	X-RAY DIFFRACTION	0.234	0.196	False	True	IGHV3	IGKV1	Kappa						Homo Sapiens
7kn3	M	N	0	B	protein		spike protein s1	VIRAL PROTEIN/IMMUNE SYSTEM	11/04/20	Crystal structure of SARS-CoV-2 spike protein receptor-binding domain complexed with a pre-pandemic antibody S-B8 Fab	SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; HOMO SAPIENS	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Liu, H., Zhu, X., Wilson, I.A.	2.251	X-RAY DIFFRACTION	0.222	0.186	False	True	IGHV3	IGKV4	Kappa						SARS-CoV-2
7czq	J	N	0	C	protein		spike glycoprotein	VIRAL PROTEIN	09/09/20	S protein of SARS-CoV-2 in complex bound with P2B-1A10	SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; HOMO SAPIENS	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Yan, R.H., Zhang, Y.Y., Li, Y.N., Zhou, Q.	2.8	ELECTRON MICROSCOPY			False	True	IGHV3	IGKV1	Kappa						SARS-CoV-2
7mrz	X	Y	0	C	protein		activin receptor type-2b,activin receptor type-1b	SIGNALING PROTEIN/IMMUNE SYSTEM	05/10/21	Structure of GDF11 bound to fused ActRIIB-ECD and Alk4-ECD with Anti-ActRIIB Fab fragment	HOMO SAPIENS	homo sapiens	homo sapiens	homo sapiens	Goebel, E.J., Kattamuri, C., Gipson, G.R., Thompson, T.B.	3.0	X-RAY DIFFRACTION	0.327	0.288	False	True	IGHV4	IGKV4	Kappa						Homo Sapiens
4kvn	H	L	0	A	protein		hemagglutinin	IMMUNE SYSTEM	05/22/13	Crystal structure of Fab 39.29 in complex with Influenza Hemagglutinin A/Perth/16/2009 (H3N2)	HOMO SAPIENS; INFLUENZA A VIRUS	homo sapiens	homo sapiens	influenza a virus	Fong, R., Swem, L.R., Lupardus, P.J.	3.1	X-RAY DIFFRACTION	0.248	0.202	False	True	IGHV3	IGKV3	Kappa						Influensa A
7su1	H	L	0	C	protein		cytotoxic t-lymphocyte protein 4	IMMUNE SYSTEM	11/15/21	Crystal structure of an acidic pH-selective Ipilimumab variant Ipi.106 in complex with CTLA-4	HOMO SAPIENS	homo sapiens	homo sapiens	homo sapiens	Lee, P.S., Chau, B., Strop, P.	2.53	X-RAY DIFFRACTION	0.251	0.206	False	True	IGHV3	IGKV3	Kappa						Homo Sapiens
7e5o	H	L	0	A	protein		spike protein s1	VIRAL PROTEIN	02/19/21	Crystal structure of SARS-CoV-2 RBD in complex with antibody NT-193	HOMO SAPIENS; SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Kita, S., Onodera, T., Adachi, Y., Moriayma, S., Nomura, T., Tadokoro, T., Anraku, Y., Yumoto, K., Tian, C., Fukuhara, H., Suzuki, T., Tonouchi, K., Sasaki, J., Sun, L., Hashiguchi, T., Takahashi, Y., Maenaka, K.	2.8	X-RAY DIFFRACTION	0.256	0.226	False	True	IGHV4	IGKV1	Kappa						SARS-CoV-2
7enf	P	O	0	B	protein		spike glycoprotein	VIRAL PROTEIN	04/16/21	Cryo-EM structure of the SARS-CoV-2 S-6P in complex with Fab30	SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; HOMO SAPIENS	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Wang, X.F., Zhu, Y.Q.	2.76	ELECTRON MICROSCOPY			False	True	IGHV3	IGKV4	Kappa						SARS-CoV-2
5vag	C	B	0	A	protein		hemagglutinin	IMMUNE SYSTEM	03/26/17	Crystal structure of H7-specific antibody m826 in complex with the HA1 domain of hemagglutinin from H7N9 influenza virus	INFLUENZA A VIRUS; HOMO SAPIENS	homo sapiens	homo sapiens	influenza a virus	Song, H., Ying, T., Ji, X.	1.9	X-RAY DIFFRACTION	0.227	0.191	False	True	IGHV1	IGKV1	Kappa						Influensa A
6xe1	H	L	0	E	protein		spike protein s1	VIRAL PROTEIN/IMMUNE SYSTEM	06/11/20	Structure of SARS-CoV-2 spike protein receptor binding domain in complex with a potent neutralizing antibody, CV30 Fab	HOMO SAPIENS; SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Hurlburt, N.K., Pancera, M.	2.75	X-RAY DIFFRACTION	0.239	0.212	False	True	IGHV3	IGKV3	Kappa						SARS-CoV-2
4uu9	H	L	0	D	protein		complement c5	IMMUNE SYSTEM	07/25/14	Crystal structure of the human c5a in complex with MEDI7814 a  neutralising antibody	HOMO SAPIENS	homo sapiens	homo sapiens	homo sapiens	Colley, C., Sridharan, S., Dobson, C., Popovic, B., Debreczeni, J.E., Hargreaves, D., Edwards, B., Brennan, J., England, L., Fung, S., An Eghobamien, L., Sivars, U., Woods, R., Flavell, L., Renshaw, G.J., Wickson, K., Wilkinson, T., Davies, R., Bonnell, J., Warrener, P., Howes, R., Vaughan, T.	2.12	X-RAY DIFFRACTION	0.20163	0.17456	False	True	IGHV3	IGLV2	Lambda						Homo Sapiens
7f7h	C	D	0	F	protein		spike glycoprotein s1	VIRAL PROTEIN/IMMUNE SYSTEM	06/29/21	SARS-CoV-2 S protein RBD in complex with A8-1 Fab	HOMO SAPIENS; SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Dou, Y., Wang, X., Wang, K., Liu, P., Lu, B.	3.19	X-RAY DIFFRACTION	0.275	0.205	False	True	IGHV3	IGKV1	Kappa						SARS-CoV-2
4uv7	H	L	0	A	protein		epidermal growth factor receptor	TRANSFERASE	08/05/14	The complex structure of extracellular domain of EGFR and GC1118A	HOMO SAPIENS	homo sapiens	homo sapiens	homo sapiens	Yoo, J.H., Cho, H.S.	2.1	X-RAY DIFFRACTION	0.24759	0.20199	False	True	IGHV3	IGKV2	Kappa						Homo Sapiens
4dtg	H	L	0	K	protein		tissue factor pathway inhibitor	BLOOD CLOTTING INHIBITOR/IMMUNE SYSTEM	02/21/12	Hemostatic effect of a monoclonal antibody mAb 2021 blocking the interaction between FXa and TFPI in a rabbit hemophilia model	HOMO SAPIENS	homo sapiens	homo sapiens	homo sapiens	Svensson, L.A., Breinholt, J., Krogh, B.O., Hilden, I.	1.8	X-RAY DIFFRACTION	0.236	0.196	False	True	IGHV3	IGKV2	Kappa						Homo Sapiens
4hfu	H	L	0	A	protein		hemagglutinin ha1	VIRAL PROTEIN/IMMUNE SYSTEM	10/05/12	Crystal structure of Fab 8M2 in complex with a H2N2 influenza virus hemagglutinin	INFLUENZA A VIRUS; HOMO SAPIENS	homo sapiens	homo sapiens	influenza a virus	Xu, R., Wilson, I.A.	3.106	X-RAY DIFFRACTION	0.251	0.193	False	True	IGHV1	IGKV3	Kappa						Influensa A
7elx	H	L	0	C	protein		cytotoxic t-lymphocyte protein 4	APOPTOSIS	04/12/21	The crystal structure of CTLA-4 and Fab	HOMO SAPIENS	homo sapiens	homo sapiens	homo sapiens	Yu, X.J., Wang, L., Yu, C.F.	2.14	X-RAY DIFFRACTION	0.217	0.177	False	True	IGHV3	IGKV3	Kappa						Homo Sapiens
4i77	H	L	0	Z	protein		interleukin-13	IMMUNE SYSTEM/CYTOKINE	11/30/12	Lebrikizumab Fab bound to IL-13	HOMO SAPIENS	homo sapiens	homo sapiens	homo sapiens	Eigenbrot, C., Ultsch, M.	1.9	X-RAY DIFFRACTION	0.219	0.179	False	True	IGHV2	IGKV3	Kappa						Homo Sapiens
7kmi	A	B	0	C	protein		spike protein s1	IMMUNE SYSTEM/VIRAL PROTEIN	11/02/20	LY-CoV481 neutralizing antibody against SARS-CoV-2	HOMO SAPIENS; SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Hendle, J., Pustilnik, A., Sauder, J.M., Coleman, K.A., Boyles, J.S., Dickinson, C.D.	1.73	X-RAY DIFFRACTION	0.217	0.186	False	True	IGHV3	IGKV1	Kappa						SARS-CoV-2
6lxi	C	D	0	B	protein		neuraminidase	HYDROLASE/IMMUNE SYSTEM	02/11/20	Crystal structure of Z2B3 Fab in complex with influenza virus neuraminidase from A/Brevig Mission/1/1918 (H1N1)	INFLUENZA A VIRUS (STRAIN A/BREVIG MISSION/1/1918 H1N1); HOMO SAPIENS	homo sapiens	homo sapiens	influenza a virus (strain a/brevigmission/1/1918 h1n1) 	Jiang, H., Peng, W., Qi, J., Chai, Y., Song, H., Shi, Y., Gao, G.F., Wu, Y.	2.5	X-RAY DIFFRACTION	0.212	0.183	False	True	IGHV1	IGLV2	Lambda						Influensa A
7n3c	H	L	0	C	protein		nucleoprotein	VIRAL PROTEIN	05/31/21	Crystal Structure of Human Fab S24-202 in the complex with the N-teminal Domain of Nucleocapsid protein from SARS CoV-2	HOMO SAPIENS; SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Kim, Y., Maltseva, N., Tesar, C., Jedrzejczak, R., Dugan, H., Stamper, C., Wilson, P., Joachimiak, A., Center for Structural Genomics of Infectious Diseases (CSGID)	1.82	X-RAY DIFFRACTION	0.21	0.179	False	True	IGHV5	IGKV3	Kappa						SARS-CoV-2
3bdy	H	L	0	V	protein		vascular endothelial growth factor a	HORMONE	11/15/07	Dual specific bH1 Fab in complex with VEGF	HOMO SAPIENS	homo sapiens	homo sapiens	homo sapiens	Bostrom, J.M., Wiesmann, C., Appleton, B.A.	2.6	X-RAY DIFFRACTION	0.252	0.194	False	True	IGHV3	IGKV1	Kappa	3e-07	-8.89	SPR		19299620.0	Homo Sapiens
7soa	H	L	0	A	protein		spike glycoprotein	VIRAL PROTEIN/IMMUNE SYSTEM	10/29/21	SARS-CoV-2 S NTD B.1.617.2 delta variant + S2L20 Local Refinement	HOMO SAPIENS; SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	McCallum, M., Veesler, D., Seattle Structural Genomics Center for Infectious Disease (SSGCID)	3.1	ELECTRON MICROSCOPY			False	True	IGHV3	IGKV1	Kappa						SARS-CoV-2
7mf1	H	L	0	A	protein		spike protein s1	IMMUNE SYSTEM/VIRAL PROTEIN	04/08/21	Crystal structure of SARS-CoV-2 receptor binding domain in complex with neutralizing antibody 47D1	SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; HOMO SAPIENS	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Yuan, M., Zhu, X., Wilson, I.A.	2.092	X-RAY DIFFRACTION	0.25	0.207	False	True	IGHV1	IGLV2	Lambda						SARS-CoV-2
7n0a	B	A	0	C	protein		leukemia inhibitory factor	CYTOKINE/IMMUNE SYSTEM	05/25/21	Structure of Human Leukaemia Inhibitory Factor with Fab MSC1	HOMO SAPIENS	homo sapiens	homo sapiens	homo sapiens	Raman, S., Bosch, A., Fransson, J., Julien, J.P.	3.1	X-RAY DIFFRACTION	0.284	0.232	False	True	IGHV3	IGKV2	Kappa						Homo Sapiens
1h0d	B	A	0	C	protein		angiogenin	IMMUNE SYSTEM/HYDROLASE	06/19/02	Crystal structure of Human Angiogenin in complex with Fab fragment of its monoclonal antibody mAb 26-2F	HOMO SAPIENS	homo sapiens	homo sapiens	homo sapiens	Chavali, G.B., Papageorgiou, A.C., Acharya, K.R.	2.0	X-RAY DIFFRACTION	0.272	0.232	False	True	IGHV5	IGKV3	Kappa						Homo Sapiens
7fcq	H	L	0	A	protein		spike protein s1	ANTIVIRAL PROTEIN	07/15/21	Crystallographic structure of neutralizing antibody P14-44 in complex with SARS-CoV-2 spike receptor-binding Domain (RBD)	SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; HOMO SAPIENS	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Zheng, P., Jin, T.	1.89	X-RAY DIFFRACTION	0.201	0.165	False	True	IGHV1	IGLV2	Lambda						SARS-CoV-2
3grw	H	L	0	A	protein		fibroblast growth factor receptor 3	TRANSFERASE/IMMUNE SYSTEM	03/26/09	FGFR3 in complex with a Fab	HOMO SAPIENS	homo sapiens	homo sapiens	homo sapiens	Wiesmann, C.	2.1	X-RAY DIFFRACTION	0.228	0.189	False	True	IGHV3	IGKV1	Kappa						Homo Sapiens
7ek0	H	L	0	R	protein		spike protein s1	VIRAL PROTEIN/IMMUNE SYSTEM	04/03/21	Complex Structure of antibody BD-503 and RBD-N501Y of COVID-19	SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; HOMO SAPIENS	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Xu, H., Wang, B., Zhao, T.N., Su, X.D.	2.7	X-RAY DIFFRACTION	0.266	0.214	False	True	IGHV3	IGKV1	Kappa						SARS-CoV-2
7e8m	H	L	0	E	protein		spike protein s1	VIRAL PROTEIN/IMMUNE SYSTEM	03/02/21	Crystal structure of SARS-CoV-2 antibody P2C-1F11 with mutated RBD	SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; HOMO SAPIENS	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Wang, X.Q., Zhang, L.Q., Ge, J.W., Wang, R.K., Lan, J.	2.09	X-RAY DIFFRACTION	0.199	0.169	False	True	IGHV3	IGKV3	Kappa						SARS-CoV-2
7n4j	H	L	0	A	protein		spike protein s1	VIRAL PROTEIN/IMMUNE SYSTEM	06/04/21	Crystal structure of SARS-CoV-2 receptor binding domain in complex with neutralizing human antibody WRAIR-2173.	SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; HOMO SAPIENS	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Sankhala, R.S., Joyce, M.G.	2.207	X-RAY DIFFRACTION	0.207	0.172	False	True	IGHV4	IGLV1	Lambda						SARS-CoV-2
7beh	H	L	0	E	protein		spike glycoprotein	VIRAL PROTEIN/IMMUNE SYSTEM	12/23/20	Crystal structure of the receptor binding domain of SARS-CoV-2 Spike glycoprotein in complex with COVOX-316 Fab	SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; HOMO SAPIENS	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Zhou, D., Zhao, Y., Ren, J., Stuart, D.	2.3	X-RAY DIFFRACTION	0.23	0.213	False	True	IGHV1	IGLV2	Lambda						SARS-CoV-2
7ps6	H	L	0	E	protein		spike protein s1	VIRAL PROTEIN	09/22/21	Crystal structure of the receptor binding domain of SARS-CoV-2 beta variant spike glycoprotein in complex with Beta-44 and Beta-54 Fabs	HOMO SAPIENS; SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Zhou, D., Ren, J., Stuart, D.I.	2.26	X-RAY DIFFRACTION	0.24	0.215	False	True	IGHV4	IGKV1	Kappa						SARS-CoV-2
5w6g	H	L	0	A	protein		hemagglutinin ha1	VIRAL PROTEIN/IMMUNE SYSTEM	06/16/17	Human antibody 6649 in complex with influenza hemagglutinin H1 Solomon Islands	INFLUENZA A VIRUS (A/SOLOMON ISLANDS/3/2006(H1N1)); HOMO SAPIENS	homo sapiens	homo sapiens	influenza a virus (a/solomonislands/3/2006(h1n1)) 	Raymond, D.D., Harrison, S.C.	2.79	X-RAY DIFFRACTION	0.253	0.218	False	True	IGHV4	IGLV1	Lambda						Influensa A
